brand,model,year,km_driven,fuel_type,transmission,owner_type,mileage_kmpl,engine_cc,power_bhp,seats,location,selling_price_lakhs
Audi,A6,2016,98564,CNG,Manual,Second,14.1,1498,90.8,7.0,Mumbai,9.53
Hyundai,Creta,2009,185924,Diesel,Manual,Second,15.4,1197,82.0,5.0,Kolkata,0.8
Hyundai,i20,2016,104121,Petrol,Automatic,Second,17.2,1197,87.2,,Delhi,4.89
Ford,Endeavour,2020,75115,Petrol,Automatic,First,12.0,2494,175.4,5.0,Pune,10.31
BMW,X1,2013,138178,Petrol,Manual,Second,15.7,2494,165.6,7.0,Kolkata,6.25
Mahindra,Bolero,2024,13820,Petrol,Manual,First,,1498,106.7,5.0,Hyderabad,9.89
Toyota,Glanza,2024,15313,CNG,Automatic,Third,14.5,998,68.3,4.0,Delhi,9.98
Tata,Altroz,2016,118735,Diesel,Manual,Second,11.1,1248,85.9,5.0,Ahmedabad,2.49
Mahindra,XUV500,2008,199145,Diesel,Manual,First,15.0,1197,81.1,5.0,Bangalore,0.8
Maruti,WagonR,2012,153722,CNG,Automatic,First,15.1,2494,156.7,5.0,Mumbai,3.9
Maruti,WagonR,2021,63306,Diesel,Manual,First,14.4,998,67.4,7.0,Mumbai,5.64
Maruti,Swift,2023,29110,Diesel,Manual,First,18.5,796,49.7,5.0,Lucknow,6.48
Audi,A4,2022,28580,Diesel,Manual,First,15.1,1248,82.8,7.0,Jaipur,34.91
Mahindra,Scorpio,2023,32090,Diesel,Automatic,First,16.6,796,50.5,5.0,Jaipur,9.97
Volkswagen,Vento,2015,119256,Diesel,Automatic,First,9.4,2494,165.7,5.0,Delhi,5.83
Hyundai,i10,2017,107433,Petrol,Manual,Third,13.5,1498,100.7,5.0,Delhi,3.32
Tata,Tiago,2012,156353,Petrol,Manual,First,14.6,2494,160.5,5.0,Lucknow,2.0
Maruti,Alto,2011,159975,Petrol,Manual,Second,12.8,2996,201.2,7.0,Kolkata,1.89
Hyundai,Venue,2023,42650,CNG,Manual,First,18.9,1197,77.8,5.0,Lucknow,6.86
Maruti,Dzire,2009,177880,Petrol,Manual,Second,15.7,796,61.6,6.0,Delhi,0.8
Maruti,Ertiga,2008,208001,Petrol,Automatic,First,9.4,2996,201.4,5.0,Pune,3.49
Hyundai,Creta,2011,176581,Diesel,Manual,First,15.1,1498,108.0,5.0,Jaipur,2.51
Honda,WR-V,2013,144224,Petrol,Manual,Second,16.7,796,49.5,5.0,Delhi,0.8
BMW,X1,2023,49306,Petrol,Automatic,First,17.7,796,52.1,5.0,Bangalore,32.03
Honda,Jazz,2020,47859,Diesel,Automatic,Second,13.7,2494,161.4,5.0,Kolkata,8.92
BMW,X1,2017,85063,Diesel,Automatic,First,12.6,2996,203.1,7.0,Pune,15.19
Hyundai,Creta,2010,173623,Electric,Automatic,First,12.2,2996,194.7,7.0,Hyderabad,7.2
Honda,Jazz,2023,38356,Diesel,Automatic,First,11.0,2996,204.2,,Bangalore,12.44
Hyundai,Creta,2021,67330,Petrol,Manual,Second,15.9,1248,86.5,5.0,Lucknow,6.33
Volkswagen,Vento,2014,125399,Petrol,Automatic,Second,19.1,1197,83.0,5.0,Mumbai,3.69
Toyota,Etios,2018,88237,CNG,Manual,First,14.1,1248,79.0,7.0,Delhi,7.64
Hyundai,Creta,2010,155910,Petrol,Manual,First,14.9,1248,76.0,5.0,Pune,0.8
Tata,Harrier,2021,57830,Petrol,Manual,First,18.5,796,61.2,7.0,Jaipur,5.11
Volkswagen,Polo,2011,159221,Diesel,Manual,First,15.6,998,63.8,5.0,Jaipur,0.8
Maruti,Alto,2022,35643,Petrol,Automatic,First,16.6,1197,77.5,5.0,Kolkata,7.19
Maruti,Dzire,2023,33917,Petrol,Manual,First,20.5,998,59.4,5.0,Ahmedabad,5.59
Hyundai,Venue,2023,28161,Petrol,Automatic,First,17.3,1197,82.4,6.0,Delhi,8.86
Toyota,Etios,2011,163972,Petrol,Manual,First,13.5,1197,90.7,5.0,Jaipur,0.8
Toyota,Innova,2010,184312,Diesel,Automatic,First,11.9,2494,158.7,5.0,Jaipur,3.48
Toyota,Glanza,2013,149458,Diesel,Manual,First,16.9,1997,127.6,5.0,Chennai,2.09
Hyundai,Venue,2023,41577,CNG,Manual,Second,14.6,1498,92.0,5.0,Pune,7.7
Mahindra,XUV500,2016,118755,Petrol,Automatic,Third,15.8,998,51.4,5.0,Ahmedabad,3.88
Volkswagen,Vento,2023,37352,Diesel,Automatic,First,13.6,796,51.5,5.0,Mumbai,9.21
Hyundai,i20,2013,128620,Petrol,Manual,Second,10.0,2494,170.6,5.0,Chennai,3.66
Maruti,Dzire,2024,34101,Diesel,Automatic,Second,18.0,1498,93.3,,Chennai,8.87
Tata,Altroz,2016,107513,Petrol,Manual,Second,14.4,1498,100.8,5.0,Jaipur,2.68
Mahindra,Scorpio,2022,37782,Petrol,Manual,First,13.0,2494,165.0,7.0,Hyderabad,10.85
Mahindra,Scorpio,2008,183488,Petrol,Automatic,Second,18.2,1997,137.2,5.0,Jaipur,1.3
Ford,EcoSport,2012,138374,Petrol,Manual,Second,11.0,1997,129.4,5.0,Bangalore,1.22
Honda,City,2013,146036,Diesel,Manual,Third,13.5,2494,162.6,6.0,Delhi,2.6
Toyota,Glanza,2023,31994,CNG,Manual,Third,16.6,1997,130.8,5.0,Pune,9.3
Maruti,Dzire,2013,120135,Petrol,Automatic,First,17.9,998,74.1,5.0,Bangalore,3.32
Hyundai,Creta,2019,74719,CNG,Manual,First,15.0,2494,179.6,5.0,Chennai,6.59
Ford,EcoSport,2022,57412,Diesel,Manual,First,20.4,1997,135.0,7.0,Kolkata,9.05
Volkswagen,Polo,2008,200610,Petrol,Automatic,First,16.3,998,69.6,5.0,Bangalore,0.8
Mahindra,Scorpio,2015,118284,Diesel,Manual,Second,11.5,2996,196.1,5.0,Ahmedabad,5.93
Tata,Nexon,2012,155737,CNG,Manual,Fourth & Above,13.9,998,62.2,5.0,Delhi,0.8
Volkswagen,Vento,2016,96365,Electric,Manual,Third,17.1,998,71.0,5.0,Bangalore,4.53
Tata,Harrier,2020,71700,Diesel,Automatic,Fourth & Above,15.9,1248,88.9,,Jaipur,5.55
Hyundai,Venue,2014,126731,Diesel,Manual,First,12.5,796,55.7,5.0,Hyderabad,2.28
Maruti,WagonR,2017,91932,Diesel,Manual,Second,15.9,1498,108.5,5.0,Chennai,3.66
Maruti,Ertiga,2011,166190,Diesel,Manual,First,17.7,1997,129.5,5.0,Mumbai,2.2
Volkswagen,Polo,2018,76716,Electric,Manual,Third,13.3,1997,134.0,5.0,Chennai,7.88
Maruti,Alto,2011,154915,Diesel,Manual,Second,16.6,1248,73.6,5.0,Pune,0.8
Maruti,Swift,2011,169354,Petrol,Manual,First,14.4,2996,198.7,5.0,Kolkata,3.38
Maruti,Swift,2023,39128,Diesel,Manual,First,15.2,1197,80.8,5.0,Lucknow,6.56
Toyota,Etios,2021,48245,CNG,Automatic,Second,17.6,1997,125.8,5.0,Bangalore,10.09
Toyota,Glanza,2016,109466,Diesel,Manual,Second,17.9,796,47.7,7.0,Jaipur,4.12
BMW,X1,2014,125918,Petrol,Manual,First,15.7,998,68.6,5.0,Chennai,5.29
Maruti,Dzire,2023,31092,Petrol,Manual,Second,17.6,998,62.0,7.0,Chennai,5.35
Maruti,Ertiga,2013,145345,Diesel,Automatic,Second,17.6,1498,98.0,5.0,Pune,3.02
Volkswagen,Vento,2023,28135,Diesel,Automatic,First,17.4,1248,78.5,5.0,Lucknow,10.74
Volkswagen,Polo,2020,62143,Petrol,Manual,Second,,2494,173.6,5.0,Pune,8.63
Maruti,Swift,2014,128718,Diesel,Manual,First,17.0,1197,87.1,5.0,Delhi,3.06
Tata,Nexon,2019,82288,Petrol,Manual,First,15.9,1197,77.9,7.0,Ahmedabad,4.73
Tata,Altroz,2019,89922,Petrol,Manual,First,16.2,1498,104.5,5.0,Delhi,5.36
Tata,Harrier,2019,81101,Diesel,Manual,First,13.4,2494,163.9,5.0,Kolkata,7.11
Mahindra,XUV300,2023,26555,Petrol,Manual,First,10.7,1498,94.6,5.0,Mumbai,10.01
Toyota,Innova,2015,118931,Petrol,Manual,First,15.3,796,56.2,6.0,Pune,2.64
Maruti,Baleno,2014,116769,Petrol,Manual,First,18.5,1248,74.9,7.0,Pune,1.49
Hyundai,i10,2010,174684,Diesel,Manual,First,16.5,796,58.8,6.0,Chennai,0.8
Audi,A4,2018,88267,Petrol,Automatic,First,13.0,998,59.8,5.0,Mumbai,16.27
Hyundai,i10,2018,82804,Diesel,Manual,Second,16.0,998,71.3,5.0,Bangalore,4.37
Maruti,WagonR,2008,199465,Diesel,Manual,Third,12.5,2996,200.7,7.0,Delhi,0.8
Maruti,Swift,2008,198519,CNG,Manual,First,11.7,1997,140.4,5.0,Kolkata,0.8
Tata,Harrier,2017,106442,Petrol,Manual,Third,11.5,2494,167.4,7.0,Jaipur,4.69
Toyota,Glanza,2022,36603,Petrol,Manual,Second,11.1,1997,135.2,5.0,Delhi,11.32
Tata,Tiago,2020,60317,Diesel,Manual,First,14.8,1197,78.1,6.0,Hyderabad,5.01
Maruti,Swift,2013,155866,Diesel,Manual,First,17.7,796,54.4,5.0,Mumbai,1.19
Hyundai,i20,2022,37747,Diesel,Manual,Fourth & Above,15.6,1498,100.1,5.0,Chennai,6.59
Tata,Harrier,2011,163884,Petrol,Manual,First,12.1,1197,72.4,5.0,Mumbai,0.8
Ford,Figo,2010,193599,Petrol,Manual,First,14.2,2494,175.4,5.0,Hyderabad,1.61
Tata,Harrier,2013,149928,Petrol,Manual,First,15.3,998,70.9,5.0,Ahmedabad,1.47
Maruti,Baleno,2013,138195,Diesel,Automatic,First,17.2,796,62.5,5.0,Delhi,2.73
Honda,WR-V,2011,161571,Petrol,Automatic,Second,14.6,1197,80.3,5.0,Kolkata,2.59
Honda,Amaze,2009,188108,Petrol,Manual,First,13.0,1197,,5.0,Lucknow,0.8
Hyundai,i20,2009,200794,Petrol,Automatic,First,15.0,998,67.3,5.0,Kolkata,0.8
Mahindra,Scorpio,2008,204859,Petrol,Manual,Third,14.4,2494,169.5,5.0,Ahmedabad,0.8
Honda,Amaze,2016,123588,Diesel,Manual,First,15.0,1248,86.7,7.0,Lucknow,3.93
Mahindra,Scorpio,2015,116867,Petrol,Manual,First,16.0,796,59.1,5.0,Bangalore,4.36
Maruti,Swift,2009,180671,Petrol,Manual,Second,18.4,998,67.5,5.0,Kolkata,0.8
Honda,City,2012,145483,CNG,Manual,First,15.3,1997,122.1,5.0,Lucknow,1.62
Toyota,Glanza,2014,137701,Petrol,Manual,First,12.4,2996,204.4,5.0,Mumbai,4.5
Mahindra,XUV300,2012,144225,Petrol,Manual,Third,16.7,1248,81.7,5.0,Bangalore,0.8
Honda,Amaze,2014,144358,Petrol,Automatic,Second,16.5,796,48.1,5.0,Jaipur,1.44
Maruti,Alto,2015,125388,Petrol,Manual,Second,10.3,2996,205.0,5.0,Lucknow,4.0
Volkswagen,Vento,2014,124538,Petrol,Manual,Second,16.6,998,65.7,5.0,Ahmedabad,0.8
Honda,Amaze,2016,108551,CNG,Manual,Second,18.4,796,47.6,5.0,Ahmedabad,1.72
Hyundai,i10,2009,183624,Petrol,Manual,First,18.0,1197,91.1,5.0,Chennai,0.8
Mahindra,Bolero,2023,32405,Electric,Manual,First,16.0,1997,130.9,5.0,Mumbai,11.88
Audi,A4,2023,33683,Diesel,Manual,First,17.8,998,59.3,7.0,Chennai,30.16
Maruti,Baleno,2013,135819,Diesel,Automatic,Third,15.8,1248,83.3,5.0,Mumbai,3.0
Hyundai,Verna,2023,46751,Petrol,Automatic,Second,13.9,998,59.4,5.0,Bangalore,7.9
Honda,Amaze,2012,159379,Diesel,Manual,First,15.5,796,51.5,5.0,Mumbai,0.8
Toyota,Fortuner,2013,153959,Petrol,Manual,First,13.0,2494,173.7,5.0,Mumbai,3.3
Hyundai,i10,2008,205256,CNG,Automatic,First,9.1,2996,202.9,4.0,Pune,1.63
Mahindra,Bolero,2010,173873,Petrol,Manual,First,10.0,2996,207.7,5.0,Lucknow,3.3
Honda,Amaze,2008,185753,Diesel,Manual,Second,17.4,1248,83.9,5.0,Jaipur,0.8
Toyota,Etios,2009,187778,Diesel,Automatic,First,10.3,2996,201.8,5.0,Mumbai,2.2
Volkswagen,Polo,2010,168203,Petrol,Manual,First,14.7,998,75.4,5.0,Ahmedabad,0.8
Mahindra,XUV300,2011,154595,Diesel,Automatic,Second,11.4,1997,128.3,5.0,Delhi,2.59
Mahindra,Bolero,2018,88760,Petrol,Manual,First,16.6,998,64.1,5.0,Bangalore,4.19
Hyundai,i20,2015,128914,Diesel,Manual,First,18.1,1248,86.4,7.0,Pune,2.89
Ford,Endeavour,2011,163957,CNG,Manual,Second,15.2,796,48.1,5.0,Bangalore,0.8
Tata,Tiago,2020,72026,CNG,Manual,First,13.7,2494,166.3,5.0,Hyderabad,7.04
Hyundai,Venue,2019,82680,Diesel,Manual,First,13.8,1997,130.4,5.0,Mumbai,6.41
Tata,Harrier,2018,105646,Petrol,Manual,First,13.1,2996,204.3,5.0,Mumbai,5.78
Ford,EcoSport,2013,144420,Petrol,Manual,First,13.8,1248,81.7,5.0,Lucknow,1.73
Maruti,WagonR,2021,64103,Diesel,Manual,First,15.3,2494,159.8,5.0,Ahmedabad,6.92
Tata,Harrier,2022,29518,Petrol,Manual,First,14.8,796,56.0,5.0,Delhi,7.2
Hyundai,Creta,2016,101002,Petrol,Manual,First,17.4,1197,87.4,4.0,Hyderabad,4.47
Hyundai,Creta,2020,74847,Diesel,Automatic,Second,15.6,1498,105.9,5.0,Mumbai,7.69
Hyundai,Creta,2022,40691,Electric,Automatic,First,13.1,1997,129.2,7.0,Ahmedabad,12.48
Mahindra,Scorpio,2023,32688,Petrol,Manual,First,11.4,2996,198.0,5.0,Hyderabad,11.57
Hyundai,i20,2014,122788,Diesel,Manual,First,17.7,796,56.3,5.0,Ahmedabad,1.38
Ford,Endeavour,2017,84845,Petrol,Manual,Third,16.5,998,64.7,5.0,Hyderabad,2.98
Mahindra,XUV500,2024,31920,Diesel,Manual,Third,14.5,1248,92.2,5.0,Mumbai,8.18
Maruti,Dzire,2020,67061,Petrol,Manual,Second,14.7,1197,77.8,6.0,Jaipur,4.51
Maruti,Alto,2019,80512,Petrol,Automatic,Second,12.9,998,71.4,7.0,Kolkata,5.45
Audi,A4,2023,28254,Diesel,Manual,Third,16.6,1248,79.5,5.0,Lucknow,26.14
Honda,Amaze,2008,201520,CNG,Manual,First,13.7,1997,129.7,5.0,Jaipur,0.8
Volkswagen,Polo,2014,133619,CNG,Manual,First,16.9,2494,168.8,6.0,Kolkata,3.61
Tata,Nexon,2013,145545,Diesel,Automatic,Fourth & Above,,796,61.6,7.0,Jaipur,1.24
Toyota,Fortuner,2017,109307,Petrol,Manual,First,15.0,998,60.2,5.0,Pune,5.0
Hyundai,Verna,2014,135374,Diesel,Automatic,Second,11.9,796,49.4,5.0,Jaipur,3.07
Maruti,Dzire,2016,92631,Diesel,Manual,First,16.2,998,72.2,5.0,Chennai,3.38
Hyundai,i20,2020,60023,Diesel,Manual,Second,14.0,1248,80.1,5.0,Jaipur,6.51
Tata,Tiago,2017,118017,Petrol,Manual,Second,17.0,796,45.3,5.0,Bangalore,2.48
Maruti,WagonR,2016,125886,Petrol,Automatic,Fourth & Above,18.2,1248,81.5,5.0,Hyderabad,2.63
Honda,WR-V,2009,186045,Diesel,Manual,Third,8.9,2996,204.7,5.0,Jaipur,0.8
Ford,Endeavour,2012,158405,CNG,Manual,First,,796,57.2,4.0,Hyderabad,0.8
Maruti,WagonR,2020,56618,Petrol,Manual,First,12.3,998,67.0,7.0,Kolkata,5.59
Maruti,WagonR,2016,114142,Petrol,Manual,First,19.9,998,74.1,5.0,Hyderabad,2.96
Mahindra,Scorpio,2013,162178,Petrol,Manual,Second,19.1,1248,90.4,7.0,Ahmedabad,1.38
Honda,City,2011,164140,Petrol,Manual,Second,11.0,2494,171.9,7.0,Mumbai,1.46
Honda,Amaze,2017,103827,Petrol,Manual,First,17.7,2494,165.8,6.0,Mumbai,5.69
Tata,Nexon,2019,65760,Electric,Automatic,First,18.0,1197,71.7,5.0,Chennai,9.7
Honda,City,2012,154537,CNG,Manual,Second,14.2,2494,168.1,5.0,Kolkata,2.15
Hyundai,Venue,2021,63360,Petrol,Manual,Second,20.7,796,60.9,5.0,Bangalore,5.51
BMW,X1,2011,151186,Petrol,Manual,First,13.0,1997,133.8,5.0,Bangalore,0.8
Hyundai,i20,2011,168900,Petrol,Manual,Second,13.6,1248,91.8,7.0,Mumbai,0.8
Toyota,Glanza,2009,183707,Petrol,Manual,Fourth & Above,14.4,998,63.9,5.0,Jaipur,0.8
Honda,WR-V,2021,65335,Petrol,Manual,First,13.4,1197,80.3,5.0,Lucknow,8.37
Hyundai,Verna,2019,67808,Diesel,Automatic,Third,15.6,1248,78.1,5.0,Ahmedabad,5.73
Maruti,Swift,2023,42914,Petrol,Automatic,First,20.6,998,69.4,5.0,Chennai,7.04
Tata,Harrier,2020,64235,Diesel,Manual,First,13.5,1248,79.4,5.0,Mumbai,5.75
Hyundai,Creta,2012,149799,Diesel,Manual,First,16.2,796,50.6,5.0,Chennai,0.94
Toyota,Glanza,2018,95692,Petrol,Manual,First,19.1,796,51.0,4.0,Lucknow,5.58
Tata,Altroz,2023,35117,Petrol,Manual,First,15.8,1197,93.5,4.0,Mumbai,6.45
Maruti,Dzire,2022,43381,Diesel,Manual,First,14.7,1248,88.1,5.0,Kolkata,5.96
Toyota,Etios,2022,31707,Diesel,Manual,First,14.5,1498,108.7,5.0,Hyderabad,8.92
Maruti,WagonR,2009,192102,Petrol,Manual,Second,14.5,1248,80.8,5.0,Hyderabad,0.8
Mahindra,Bolero,2019,77826,Diesel,Manual,Second,17.1,998,66.9,7.0,Ahmedabad,5.2
Mahindra,Bolero,2010,172824,Petrol,Manual,First,14.8,1498,102.5,5.0,Mumbai,0.8
Toyota,Etios,2014,132218,Petrol,Manual,Second,15.4,1997,132.3,5.0,Bangalore,2.38
Hyundai,Verna,2015,116038,CNG,Manual,Third,16.5,1498,92.0,5.0,Mumbai,1.33
Maruti,Ertiga,2024,12047,Petrol,Automatic,First,16.1,796,46.5,5.0,Chennai,7.65
Mahindra,Bolero,2013,147294,Petrol,Manual,First,10.6,1248,89.9,5.0,Lucknow,1.93
Maruti,Ertiga,2020,58137,Diesel,Manual,First,12.7,1248,84.5,4.0,Bangalore,4.92
Honda,Amaze,2017,96799,CNG,Manual,First,13.2,1997,134.0,5.0,Jaipur,5.93
Mahindra,Scorpio,2023,39777,Diesel,Automatic,First,12.3,2996,201.0,5.0,Lucknow,12.76
Maruti,Dzire,2023,24607,Petrol,Manual,First,10.4,2996,198.4,4.0,Pune,8.14
Mahindra,XUV500,2012,147442,Petrol,Manual,Second,11.1,1997,136.1,6.0,Bangalore,0.91
Hyundai,i10,2010,180256,Petrol,Automatic,Second,19.9,796,54.5,5.0,Pune,0.8
Mahindra,XUV300,2009,192347,Diesel,Automatic,Second,15.0,796,56.7,5.0,Kolkata,0.8
Honda,Amaze,2020,71331,Petrol,Automatic,First,16.1,1197,81.7,5.0,Mumbai,8.13
Tata,Tiago,2019,70871,Diesel,Manual,First,16.3,1997,128.4,5.0,Bangalore,6.24
Maruti,Alto,2011,171550,Petrol,Automatic,Second,15.7,1197,80.5,5.0,Ahmedabad,1.84
Mahindra,Bolero,2011,156192,Diesel,Automatic,First,16.5,1498,94.2,,Chennai,3.09
Tata,Tiago,2019,78346,Electric,Manual,First,16.6,998,57.6,5.0,Jaipur,6.77
Maruti,Swift,2009,168495,Petrol,Manual,First,17.5,998,73.5,5.0,Hyderabad,0.8
Mahindra,Bolero,2011,166020,Petrol,Manual,Second,12.8,1997,140.7,5.0,Bangalore,2.11
Maruti,Alto,2008,192805,Petrol,Automatic,First,16.0,1197,76.4,5.0,Mumbai,0.87
Tata,Altroz,2015,114729,Petrol,Automatic,First,14.3,2996,201.9,5.0,Chennai,6.27
BMW,5 Series,2010,164299,CNG,Manual,First,10.9,2494,165.0,5.0,Chennai,0.8
Hyundai,Creta,2021,51344,Diesel,Manual,Third,14.6,796,50.9,7.0,Jaipur,4.94
BMW,5 Series,2021,69923,Diesel,Manual,First,17.6,796,,7.0,Ahmedabad,25.08
Ford,Endeavour,2011,166778,Petrol,Manual,First,16.0,1197,75.7,5.0,Ahmedabad,0.8
Maruti,Swift,2023,24446,Petrol,Manual,Fourth & Above,15.9,1498,98.8,5.0,Delhi,5.02
Toyota,Etios,2012,144076,Diesel,Manual,Third,8.5,2996,199.3,5.0,Ahmedabad,1.38
Maruti,Alto,2013,145147,Petrol,Manual,First,15.4,998,68.0,5.0,Pune,1.23
Hyundai,i10,2017,108518,Petrol,Manual,Second,12.2,1248,87.2,5.0,Mumbai,2.62
Hyundai,Verna,2018,95586,Diesel,Manual,Third,13.5,1197,85.7,5.0,Mumbai,3.76
Maruti,WagonR,2021,48478,Petrol,Manual,Second,14.7,1498,99.0,5.0,Hyderabad,4.57
Toyota,Glanza,2012,150340,Petrol,Manual,Second,,998,69.5,5.0,Bangalore,0.8
Volkswagen,Vento,2010,177227,CNG,Manual,Second,17.2,1498,97.2,5.0,Jaipur,0.8
Maruti,Baleno,2024,27886,Petrol,Manual,Second,14.4,1997,142.6,4.0,Chennai,7.18
Toyota,Etios,2018,85638,Diesel,Automatic,First,11.6,2494,160.4,5.0,Chennai,10.72
Hyundai,Verna,2015,111986,Diesel,Manual,First,16.9,796,55.2,7.0,Bangalore,3.1
Maruti,Dzire,2013,148973,Diesel,Manual,First,13.8,2494,165.9,,Chennai,3.59
BMW,X1,2014,124400,Diesel,Manual,Second,13.8,998,66.4,7.0,Chennai,8.83
Maruti,Dzire,2022,35114,Diesel,Manual,Third,12.7,796,53.8,5.0,Kolkata,5.06
Honda,Jazz,2018,64359,Petrol,Manual,Second,21.0,1197,,7.0,Jaipur,4.59
Maruti,WagonR,2022,35643,Diesel,Manual,First,15.0,1248,79.1,5.0,Ahmedabad,5.9
Maruti,Swift,2012,149640,Diesel,Manual,Second,14.5,998,71.2,,Mumbai,0.8
Tata,Altroz,2018,89147,Diesel,Manual,Third,8.9,2996,197.6,5.0,Chennai,5.77
Audi,A4,2009,175157,Petrol,Manual,Third,14.0,1997,142.5,5.0,Bangalore,0.8
Ford,EcoSport,2014,143141,Diesel,Manual,Second,13.3,1997,139.0,5.0,Ahmedabad,1.95
Honda,WR-V,2023,34091,Diesel,Manual,First,15.4,1498,100.7,5.0,Ahmedabad,10.94
Mahindra,XUV300,2017,94429,Petrol,Manual,Second,15.2,2996,198.0,6.0,Chennai,7.0
Ford,Endeavour,2015,132228,Electric,Manual,First,15.0,1498,105.3,5.0,Chennai,5.75
Hyundai,i10,2019,77555,Diesel,Automatic,Second,13.1,998,62.7,5.0,Mumbai,5.77
Hyundai,Creta,2008,196612,Petrol,Manual,First,17.4,1997,130.5,5.0,Jaipur,0.8
Maruti,Dzire,2014,133126,Petrol,Automatic,Third,15.4,1997,122.9,7.0,Ahmedabad,4.09
Tata,Harrier,2022,39487,Petrol,Manual,First,14.9,998,72.5,5.0,Pune,6.67
Hyundai,i10,2008,204771,Diesel,Automatic,First,15.6,998,68.1,5.0,Lucknow,0.8
Hyundai,i10,2012,146350,Petrol,Automatic,Fourth & Above,19.8,1248,81.6,5.0,Lucknow,1.51
Honda,WR-V,2019,73098,Electric,Manual,First,17.8,796,,5.0,Kolkata,8.64
Maruti,Alto,2019,82708,Electric,Automatic,Second,14.7,796,49.7,7.0,Kolkata,8.08
Maruti,Swift,2015,116878,Diesel,Manual,First,13.5,2996,197.1,5.0,Kolkata,5.49
Mahindra,Scorpio,2013,148262,Petrol,Manual,Third,18.6,1248,79.5,5.0,Pune,1.72
Tata,Harrier,2022,34442,Diesel,Manual,First,12.0,2996,199.2,7.0,Delhi,9.63
Ford,Endeavour,2021,58648,Electric,Automatic,Second,12.8,2996,200.7,6.0,Kolkata,13.26
Toyota,Etios,2018,65701,Petrol,Automatic,Second,13.9,2996,199.6,5.0,Delhi,8.7
Mahindra,XUV300,2011,144471,Diesel,Manual,First,18.0,1248,86.7,5.0,Chennai,0.8
Maruti,Alto,2016,119845,Petrol,Automatic,Second,13.2,1498,96.7,5.0,Kolkata,4.49
BMW,X1,2012,161662,Petrol,Manual,First,11.5,1498,111.9,5.0,Hyderabad,2.23
Honda,Amaze,2022,28892,CNG,Manual,First,15.1,1197,90.5,5.0,Hyderabad,7.62
Ford,Figo,2017,109150,Diesel,Manual,Second,12.4,2996,192.5,5.0,Chennai,6.68
Maruti,Alto,2010,183953,Diesel,Manual,First,13.7,1197,78.1,5.0,Kolkata,0.8
Hyundai,Verna,2020,65900,Diesel,Manual,First,10.9,2996,198.9,5.0,Chennai,7.79
Audi,A4,2013,154487,Diesel,Manual,First,12.7,1197,79.2,4.0,Chennai,0.8
Maruti,Baleno,2017,93414,Petrol,Manual,First,14.9,2996,200.2,5.0,Bangalore,6.59
Tata,Harrier,2022,50032,Electric,Automatic,Second,12.8,1997,134.0,5.0,Delhi,12.0
Hyundai,i10,2017,96369,Petrol,Manual,Third,15.0,1197,86.2,,Delhi,2.74
Mahindra,XUV300,2015,113468,Diesel,Manual,First,10.7,2494,173.3,5.0,Bangalore,4.36
Toyota,Fortuner,2022,41681,CNG,Automatic,First,14.7,1197,76.2,5.0,Bangalore,9.69
Hyundai,Verna,2023,24700,CNG,Automatic,First,15.2,1248,85.3,7.0,Lucknow,8.53
Mahindra,XUV300,2012,143847,Diesel,Automatic,Third,13.1,1248,74.3,7.0,Mumbai,2.29
Tata,Nexon,2022,46589,Petrol,Manual,First,15.8,1997,139.1,7.0,Pune,8.28
Audi,A4,2008,191058,Diesel,Manual,First,12.2,998,73.9,5.0,Bangalore,0.8
Hyundai,Verna,2020,59860,Diesel,Manual,First,14.8,1997,131.8,6.0,Delhi,6.89
Audi,A6,2008,205954,Diesel,Automatic,First,11.6,1997,127.5,5.0,Jaipur,0.8
Tata,Nexon,2014,129840,Diesel,Manual,Third,12.2,998,64.5,5.0,Hyderabad,0.81
Tata,Harrier,2018,69989,Petrol,Manual,Second,9.9,2996,204.6,5.0,Kolkata,6.84
Ford,Figo,2024,11478,Petrol,Manual,First,17.7,998,55.9,7.0,Ahmedabad,7.53
Hyundai,i10,2009,172126,Petrol,Manual,Fourth & Above,17.3,1498,107.0,5.0,Bangalore,0.8
Mahindra,Bolero,2018,89752,Petrol,Manual,First,13.6,2996,205.1,5.0,Mumbai,7.91
Ford,EcoSport,2024,34990,Petrol,Manual,First,15.6,998,67.5,5.0,Bangalore,7.26
Toyota,Etios,2010,175250,Petrol,Manual,First,12.6,2494,163.0,5.0,Chennai,1.05
Tata,Altroz,2021,47759,Diesel,Manual,First,14.7,1248,86.0,5.0,Chennai,6.94
Ford,Endeavour,2021,50579,Petrol,Manual,First,13.1,1248,82.8,5.0,Jaipur,7.14
Maruti,Alto,2014,139700,Petrol,Automatic,First,12.6,1997,135.5,5.0,Pune,4.67
Maruti,Alto,2015,126588,Petrol,Manual,First,18.4,1248,78.8,7.0,Hyderabad,2.44
Maruti,Ertiga,2021,63252,Petrol,Manual,Second,13.8,796,60.4,5.0,Mumbai,5.13
Mahindra,XUV300,2008,192545,Diesel,Automatic,First,15.9,1498,92.0,7.0,Jaipur,0.8
Honda,City,2009,186114,Diesel,Automatic,First,13.8,998,70.3,5.0,Chennai,0.8
Maruti,Dzire,2012,160949,Petrol,Automatic,Second,14.2,1248,82.5,5.0,Pune,1.67
Maruti,Baleno,2023,38424,CNG,Manual,Second,15.3,998,60.5,5.0,Hyderabad,5.69
